NumPreceeding	NumFollowing	NumNeighbors	Threshold	Recall	Precision	F-Score	Runtime
1	0	5	0.500	0.736842	0.048802	0.091541	0:00:00.081478
1	0	5	0.700	0.000000	0.000000	0.000000	0:00:00.074656
1	0	5	0.900	0.000000	0.000000	0.000000	0:00:00.075931
1	0	5	0.999	0.000000	0.000000	0.000000	0:00:00.089925
1	0	7	0.100	0.736842	0.048193	0.090468	0:00:00.086705
1	0	7	0.300	0.736842	0.048193	0.090468	0:00:00.090570
1	0	7	0.500	0.736842	0.048193	0.090468	0:00:00.085314
1	0	7	0.700	0.736842	0.048193	0.090468	0:00:00.076669
1	0	7	0.900	0.006579	0.010417	0.008065	0:00:00.084279
1	0	7	0.999	0.006579	0.010417	0.008065	0:00:00.137918
1	1	1	0.100	0.000000	0.000000	0.000000	0:00:00.187095
1	1	1	0.300	0.000000	0.000000	0.000000	0:00:00.108513
1	1	1	0.500	0.000000	0.000000	0.000000	0:00:00.108213
1	1	1	0.700	0.000000	0.000000	0.000000	0:00:00.100362
1	1	1	0.900	0.000000	0.000000	0.000000	0:00:00.108280
1	1	1	0.999	0.000000	0.000000	0.000000	0:00:00.114012
1	1	3	0.100	0.203947	0.080940	0.115888	0:00:00.110661
1	1	3	0.300	0.203947	0.080940	0.115888	0:00:00.107468
1	1	3	0.500	0.203947	0.080940	0.115888	0:00:00.114394
1	1	3	0.700	0.000000	0.000000	0.000000	0:00:00.100559
1	1	3	0.900	0.000000	0.000000	0.000000	0:00:00.120251
1	1	3	0.999	0.000000	0.000000	0.000000	0:00:00.245871
1	1	5	0.100	1.000000	0.060606	0.114286	0:00:00.108342
1	1	5	0.300	1.000000	0.060606	0.114286	0:00:00.119899
1	1	5	0.500	1.000000	0.060606	0.114286	0:00:00.109134
1	1	5	0.700	0.973684	0.077124	0.142926	0:00:00.115112
1	1	5	0.900	0.000000	0.000000	0.000000	0:00:00.107810
1	1	5	0.999	0.000000	0.000000	0.000000	0:00:00.106437
1	1	7	0.100	1.000000	0.055474	0.105118	0:00:00.116164
1	1	7	0.300	1.000000	0.055474	0.105118	0:00:00.116066
1	1	7	0.500	1.000000	0.055474	0.105118	0:00:00.167176
1	1	7	0.700	1.000000	0.055474	0.105118	0:00:00.110484
1	1	7	0.900	0.736842	0.182114	0.292047	0:00:00.118652
1	1	7	0.999	0.736842	0.202532	0.317731	0:00:00.122892
1	3	1	0.100	0.000000	0.000000	0.000000	0:00:00.092716
1	3	1	0.300	0.000000	0.000000	0.000000	0:00:00.089919
1	3	1	0.500	0.000000	0.000000	0.000000	0:00:00.092926
1	3	1	0.700	0.000000	0.000000	0.000000	0:00:00.106403
1	3	1	0.900	0.000000	0.000000	0.000000	0:00:00.105959
1	3	1	0.999	0.000000	0.000000	0.000000	0:00:00.095340
1	3	3	0.100	0.243421	0.013033	0.024741	0:00:00.092808
1	3	3	0.300	0.243421	0.013033	0.024741	0:00:00.112053
1	3	3	0.500	0.243421	0.013033	0.024741	0:00:00.103292
1	3	3	0.700	0.000000	0.000000	0.000000	0:00:00.097811
1	3	3	0.900	0.000000	0.000000	0.000000	0:00:00.111286
1	3	3	0.999	0.000000	0.000000	0.000000	0:00:00.091812
1	3	5	0.100	0.407895	0.013242	0.025652	0:00:00.104872
1	3	5	0.300	0.407895	0.013242	0.025652	0:00:00.107003
1	3	5	0.500	0.407895	0.013242	0.025652	0:00:00.109434
1	3	5	0.700	0.407895	0.013282	0.025726	0:00:00.099189
1	3	5	0.900	0.013158	0.010753	0.011834	0:00:00.109118
1	3	5	0.999	0.013158	0.011236	0.012121	0:00:00.142324
1	3	7	0.100	0.434211	0.007945	0.015605	0:00:00.105705
1	3	7	0.300	0.434211	0.007945	0.015605	0:00:00.110966
1	3	7	0.500	0.434211	0.007945	0.015605	0:00:00.240690
1	3	7	0.700	0.434211	0.007945	0.015605	0:00:00.122342
1	3	7	0.900	0.052632	0.002867	0.005438	0:00:00.117289
1	3	7	0.999	0.052632	0.002981	0.005642	0:00:00.169797
1	5	1	0.100	0.000000	0.000000	0.000000	0:00:00.214446
1	5	1	0.300	0.000000	0.000000	0.000000	0:00:00.134264
1	5	1	0.500	0.000000	0.000000	0.000000	0:00:00.134433
1	5	1	0.700	0.000000	0.000000	0.000000	0:00:00.119944
1	5	1	0.900	0.000000	0.000000	0.000000	0:00:00.118479
1	5	1	0.999	0.000000	0.000000	0.000000	0:00:00.135816
1	5	3	0.100	0.355263	0.008202	0.016033	0:00:00.134927
1	5	3	0.300	0.355263	0.008202	0.016033	0:00:00.128517
1	5	3	0.500	0.355263	0.008202	0.016033	0:00:00.140290
1	5	3	0.700	0.000000	0.000000	0.000000	0:00:00.169146
1	5	3	0.900	0.000000	0.000000	0.000000	0:00:00.134826
1	5	3	0.999	0.000000	0.000000	0.000000	0:00:00.244235
1	5	5	0.100	0.473684	0.010610	0.020755	0:00:00.210608
1	5	5	0.300	0.473684	0.010610	0.020755	0:00:00.174419
1	5	5	0.500	0.473684	0.010610	0.020755	0:00:00.170002
1	5	5	0.700	0.473684	0.010613	0.020761	0:00:00.160773
1	5	5	0.900	0.006579	0.000509	0.000945	0:00:00.152015
1	5	5	0.999	0.006579	0.000509	0.000946	0:00:00.147325
1	5	7	0.100	0.513158	0.010341	0.020273	0:00:00.138722
1	5	7	0.300	0.513158	0.010341	0.020273	0:00:00.137269
1	5	7	0.500	0.513158	0.010341	0.020273	0:00:00.157023
1	5	7	0.700	0.513158	0.010341	0.020273	0:00:00.141954
1	5	7	0.900	0.032895	0.001273	0.002450	0:00:00.170833
1	5	7	0.999	0.013158	0.000529	0.001017	0:00:00.151956
1	10	1	0.100	0.000000	0.000000	0.000000	0:00:00.175286
1	10	1	0.300	0.000000	0.000000	0.000000	0:00:00.159138
1	10	1	0.500	0.000000	0.000000	0.000000	0:00:00.395018
1	10	1	0.700	0.000000	0.000000	0.000000	0:00:00.225090
1	10	1	0.900	0.000000	0.000000	0.000000	0:00:00.182841
1	10	1	0.999	0.000000	0.000000	0.000000	0:00:00.167622
1	10	3	0.100	0.019737	0.008000	0.011385	0:00:00.236794
1	10	3	0.300	0.019737	0.008000	0.011385	0:00:00.167999
1	10	3	0.500	0.019737	0.008000	0.011385	0:00:00.185622
1	10	3	0.700	0.000000	0.000000	0.000000	0:00:00.170147
1	10	3	0.900	0.000000	0.000000	0.000000	0:00:00.434338
1	10	3	0.999	0.000000	0.000000	0.000000	0:00:00.198374
1	10	5	0.100	0.019737	0.005758	0.008915	0:00:00.178651
1	10	5	0.300	0.019737	0.005758	0.008915	0:00:00.158802
1	10	5	0.500	0.019737	0.005758	0.008915	0:00:00.174381
1	10	5	0.700	0.019737	0.005758	0.008915	0:00:00.164772
1	10	5	0.900	0.000000	0.000000	0.000000	0:00:00.166333
1	10	5	0.999	0.000000	0.000000	0.000000	0:00:00.170162
1	10	7	0.100	0.046053	0.006737	0.011755	0:00:00.179020
1	10	7	0.300	0.046053	0.006737	0.011755	0:00:00.351172
1	10	7	0.500	0.046053	0.006737	0.011755	0:00:00.184851
1	10	7	0.700	0.046053	0.006737	0.011755	0:00:00.349424
1	10	7	0.900	0.000000	0.000000	0.000000	0:00:00.261091
1	10	7	0.999	0.000000	0.000000	0.000000	0:00:00.200050
1	20	1	0.100	0.000000	0.000000	0.000000	0:00:00.222636
1	20	1	0.300	0.000000	0.000000	0.000000	0:00:00.415161
1	20	1	0.500	0.000000	0.000000	0.000000	0:00:00.267182
1	20	1	0.700	0.000000	0.000000	0.000000	0:00:00.230467
1	20	1	0.900	0.000000	0.000000	0.000000	0:00:00.199779
1	20	1	0.999	0.000000	0.000000	0.000000	0:00:00.208301
1	20	3	0.100	0.019737	0.008000	0.011385	0:00:00.213280
1	20	3	0.300	0.019737	0.008000	0.011385	0:00:00.212460
1	20	3	0.500	0.019737	0.008000	0.011385	0:00:00.199309
1	20	3	0.700	0.000000	0.000000	0.000000	0:00:00.220552
1	20	3	0.900	0.000000	0.000000	0.000000	0:00:00.211047
1	20	3	0.999	0.000000	0.000000	0.000000	0:00:00.225233
1	20	5	0.100	0.019737	0.005758	0.008915	0:00:00.215380
1	20	5	0.300	0.019737	0.005758	0.008915	0:00:00.218183
1	20	5	0.500	0.019737	0.005758	0.008915	0:00:00.226058
1	20	5	0.700	0.019737	0.005758	0.008915	0:00:00.240700
1	20	5	0.900	0.000000	0.000000	0.000000	0:00:00.232403
1	20	5	0.999	0.000000	0.000000	0.000000	0:00:00.234169
1	20	7	0.100	0.046053	0.006737	0.011755	0:00:00.219358
1	20	7	0.300	0.046053	0.006737	0.011755	0:00:00.214441
1	20	7	0.500	0.046053	0.006737	0.011755	0:00:00.206929
1	20	7	0.700	0.046053	0.006737	0.011755	0:00:00.214952
1	20	7	0.900	0.000000	0.000000	0.000000	0:00:00.280637
1	20	7	0.999	0.000000	0.000000	0.000000	0:00:00.225616
1	30	1	0.100	0.000000	0.000000	0.000000	0:00:00.294168
1	30	1	0.300	0.000000	0.000000	0.000000	0:00:00.274654
1	30	1	0.500	0.000000	0.000000	0.000000	0:00:00.272221
1	30	1	0.700	0.000000	0.000000	0.000000	0:00:00.473260
1	30	1	0.900	0.000000	0.000000	0.000000	0:00:00.295671
1	30	1	0.999	0.000000	0.000000	0.000000	0:00:00.249148
1	30	3	0.100	0.019737	0.008000	0.011385	0:00:00.286925
1	30	3	0.300	0.019737	0.008000	0.011385	0:00:00.258403
1	30	3	0.500	0.019737	0.008000	0.011385	0:00:00.293334
1	30	3	0.700	0.000000	0.000000	0.000000	0:00:00.286783
1	30	3	0.900	0.000000	0.000000	0.000000	0:00:00.256504
1	30	3	0.999	0.000000	0.000000	0.000000	0:00:00.277105
1	30	5	0.100	0.019737	0.005758	0.008915	0:00:00.253500
1	30	5	0.300	0.019737	0.005758	0.008915	0:00:00.261884
1	30	5	0.500	0.019737	0.005758	0.008915	0:00:00.266573
1	30	5	0.700	0.019737	0.005758	0.008915	0:00:00.284277
1	30	5	0.900	0.000000	0.000000	0.000000	0:00:00.251548
1	30	5	0.999	0.000000	0.000000	0.000000	0:00:00.303945
1	30	7	0.100	0.046053	0.006737	0.011755	0:00:00.270418
1	30	7	0.300	0.046053	0.006737	0.011755	0:00:00.282437
1	30	7	0.500	0.046053	0.006737	0.011755	0:00:00.259087
1	30	7	0.700	0.046053	0.006737	0.011755	0:00:00.302233
1	30	7	0.900	0.000000	0.000000	0.000000	0:00:00.265199
1	30	7	0.999	0.000000	0.000000	0.000000	0:00:00.325988
3	0	1	0.100	0.000000	0.000000	0.000000	0:00:00.135970
3	0	1	0.300	0.000000	0.000000	0.000000	0:00:00.125331
3	0	1	0.500	0.000000	0.000000	0.000000	0:00:00.129149
3	0	1	0.700	0.000000	0.000000	0.000000	0:00:00.118824
3	0	1	0.900	0.000000	0.000000	0.000000	0:00:00.121250
3	0	1	0.999	0.000000	0.000000	0.000000	0:00:00.129469
3	0	3	0.100	0.138158	0.027202	0.045455	0:00:00.227715
3	0	3	0.300	0.138158	0.027202	0.045455	0:00:00.134041
3	0	3	0.500	0.138158	0.027202	0.045455	0:00:00.141678
3	0	3	0.700	0.019737	0.075000	0.031250	0:00:00.118371
3	0	3	0.900	0.013158	0.083333	0.022727	0:00:00.117759
3	0	3	0.999	0.013158	0.086957	0.022857	0:00:00.122219
3	0	5	0.100	0.230263	0.029838	0.052830	0:00:00.150363
3	0	5	0.300	0.230263	0.029838	0.052830	0:00:00.128072
3	0	5	0.500	0.230263	0.029838	0.052830	0:00:00.120665
3	0	5	0.700	0.230263	0.030017	0.053111	0:00:00.128023
3	0	5	0.900	0.125000	0.060317	0.081370	0:00:00.130257
3	0	5	0.999	0.125000	0.060703	0.081720	0:00:00.124650
3	0	7	0.100	0.822368	0.045504	0.086237	0:00:00.135239
3	0	7	0.300	0.822368	0.045504	0.086237	0:00:00.126197
3	0	7	0.500	0.822368	0.045504	0.086237	0:00:00.130235
3	0	7	0.700	0.822368	0.045554	0.086326	0:00:00.122780
3	0	7	0.900	0.717105	0.058164	0.107601	0:00:00.145826
3	0	7	0.999	0.717105	0.058258	0.107761	0:00:00.131725
3	1	1	0.100	0.000000	0.000000	0.000000	0:00:00.087543
3	1	1	0.300	0.000000	0.000000	0.000000	0:00:00.083473
3	1	1	0.500	0.000000	0.000000	0.000000	0:00:00.095459
3	1	1	0.700	0.000000	0.000000	0.000000	0:00:00.092240
3	1	1	0.900	0.000000	0.000000	0.000000	0:00:00.100491
3	1	1	0.999	0.000000	0.000000	0.000000	0:00:00.093490
3	1	3	0.100	0.269737	0.065183	0.104994	0:00:00.097061
3	1	3	0.300	0.269737	0.065183	0.104994	0:00:00.089568
3	1	3	0.500	0.269737	0.065183	0.104994	0:00:00.150383
3	1	3	0.700	0.151316	0.103139	0.122667	0:00:00.090191
3	1	3	0.900	0.151316	0.111111	0.128134	0:00:00.089254
3	1	3	0.999	0.151316	0.111111	0.128134	0:00:00.097977
3	1	5	0.100	0.914474	0.082249	0.150923	0:00:00.095504
3	1	5	0.300	0.914474	0.082249	0.150923	0:00:00.101798
3	1	5	0.500	0.914474	0.082249	0.150923	0:00:00.109108
3	1	5	0.700	0.914474	0.093856	0.170239	0:00:00.094287
3	1	5	0.900	0.177632	0.071053	0.101504	0:00:00.113252
3	1	5	0.999	0.177632	0.071053	0.101504	0:00:00.147418
3	1	7	0.100	1.000000	0.053824	0.102151	0:00:00.112006
3	1	7	0.300	1.000000	0.053824	0.102151	0:00:00.108237
3	1	7	0.500	1.000000	0.053824	0.102151	0:00:00.107961
3	1	7	0.700	1.000000	0.053824	0.102151	0:00:00.105145
3	1	7	0.900	0.861842	0.143326	0.245779	0:00:00.111695
3	1	7	0.999	0.861842	0.143798	0.246472	0:00:00.103721
3	3	1	0.100	0.000000	0.000000	0.000000	0:00:00.130670
3	3	1	0.300	0.000000	0.000000	0.000000	0:00:00.121477
3	3	1	0.500	0.000000	0.000000	0.000000	0:00:00.120962
3	3	1	0.700	0.000000	0.000000	0.000000	0:00:00.137212
3	3	1	0.900	0.000000	0.000000	0.000000	0:00:00.128680
3	3	1	0.999	0.000000	0.000000	0.000000	0:00:00.125283
3	3	3	0.100	0.368421	0.024380	0.045733	0:00:00.133149
3	3	3	0.300	0.368421	0.024380	0.045733	0:00:00.196241
3	3	3	0.500	0.368421	0.024380	0.045733	0:00:00.125183
3	3	3	0.700	0.026316	0.093023	0.041026	0:00:00.128979
3	3	3	0.900	0.026316	0.111111	0.042553	0:00:00.129686
3	3	3	0.999	0.026316	0.111111	0.042553	0:00:00.139280
3	3	5	0.100	0.434211	0.010861	0.021191	0:00:00.142045
3	3	5	0.300	0.434211	0.010861	0.021191	0:00:00.133102
3	3	5	0.500	0.434211	0.010861	0.021191	0:00:00.140528
3	3	5	0.700	0.434211	0.010862	0.021195	0:00:00.141985
3	3	5	0.900	0.052632	0.008830	0.015123	0:00:00.140442
3	3	5	0.999	0.052632	0.008840	0.015137	0:00:00.146151
3	3	7	0.100	0.789474	0.014493	0.028463	0:00:00.142630
3	3	7	0.300	0.789474	0.014493	0.028463	0:00:00.137375
3	3	7	0.500	0.789474	0.014493	0.028463	0:00:00.130759
3	3	7	0.700	0.789474	0.014493	0.028463	0:00:00.169511
3	3	7	0.900	0.065789	0.007062	0.012755	0:00:00.164444
3	3	7	0.999	0.065789	0.007210	0.012995	0:00:00.163203
3	5	1	0.100	0.000000	0.000000	0.000000	0:00:00.174935
3	5	1	0.300	0.000000	0.000000	0.000000	0:00:00.166168
3	5	1	0.500	0.000000	0.000000	0.000000	0:00:00.172869
3	5	1	0.700	0.000000	0.000000	0.000000	0:00:00.144407
3	5	1	0.900	0.000000	0.000000	0.000000	0:00:00.125543
3	5	1	0.999	0.000000	0.000000	0.000000	0:00:00.121335
3	5	3	0.100	0.407895	0.009243	0.018076	0:00:00.135076
3	5	3	0.300	0.407895	0.009243	0.018076	0:00:00.153028
3	5	3	0.500	0.407895	0.009243	0.018076	0:00:00.194354
3	5	3	0.700	0.000000	0.000000	0.000000	0:00:00.235563
3	5	3	0.900	0.000000	0.000000	0.000000	0:00:00.188524
3	5	3	0.999	0.000000	0.000000	0.000000	0:00:00.168909
3	5	5	0.100	0.703947	0.014777	0.028946	0:00:00.191097
3	5	5	0.300	0.703947	0.014777	0.028946	0:00:00.165181
3	5	5	0.500	0.703947	0.014777	0.028946	0:00:00.148891
3	5	5	0.700	0.703947	0.014779	0.028950	0:00:00.134595
3	5	5	0.900	0.013158	0.000775	0.001464	0:00:00.147553
3	5	5	0.999	0.013158	0.000775	0.001464	0:00:00.134887
3	5	7	0.100	0.750000	0.013240	0.026021	0:00:00.160588
3	5	7	0.300	0.750000	0.013240	0.026021	0:00:00.158901
3	5	7	0.500	0.750000	0.013240	0.026021	0:00:00.136095
3	5	7	0.700	0.750000	0.013240	0.026021	0:00:00.160297
3	5	7	0.900	0.105263	0.003951	0.007615	0:00:00.158169
3	5	7	0.999	0.105263	0.003975	0.007661	0:00:00.132785
3	10	1	0.100	0.000000	0.000000	0.000000	0:00:00.183203
